tag,model,threads,n_gen,rep,mode,resident_after_drop,t_wall_s,read_bytes,rchar,max_vmrss_kb,max_rssfile_kb,tg_tok_s,memavail_kb_start,batt_level,batt_temp_dC,exit,cpu_s,memavail_kb_min
olmoe-1b-7b-0924-q4_0_t4_n64_r1_warm,olmoe-1b-7b-0924-q4_0.gguf,4,64,1,warm,NA,28.6547,8387678208,2061869,4989256,3840372,5.023965,5278912,,,0,48.81,1960992
olmoe-1b-7b-0924-q4_0_t4_n320_r1_warm,olmoe-1b-7b-0924-q4_0.gguf,4,320,1,warm,NA,201.562,9087569920,2061869,5426964,3840472,1.696299,5766920,,,0,527.92,1715596
