tag,model,threads,n_gen,rep,mode,resident_after_drop,t_wall_s,read_bytes,rchar,max_vmrss_kb,max_rssfile_kb,tg_tok_s,memavail_kb_start,batt_level,batt_temp_dC,exit,cpu_s,memavail_kb_min
olmoe-1b-7b-0924-q4_0_t4_n64_r1_warm,olmoe-1b-7b-0924-q4_0.gguf,4,64,1,warm,NA,19.1238,6128648192,2061869,5582988,3840396,9.248205,5779516,,,0,30.99,2095288
olmoe-1b-7b-0924-q4_0_t4_n320_r1_warm,olmoe-1b-7b-0924-q4_0.gguf,4,320,1,warm,NA,50.9833,7310393344,2061869,5612288,3840156,8.477287,5882980,,,0,126.59,1928324
olmoe-1b-7b-0924-q4_0_t4_n64_r2_warm,olmoe-1b-7b-0924-q4_0.gguf,4,64,2,warm,NA,25.6108,7133233152,2061869,5331660,3840256,7.071781,5584208,,,0,36.34,2106828
olmoe-1b-7b-0924-q4_0_t4_n320_r2_warm,olmoe-1b-7b-0924-q4_0.gguf,4,320,2,warm,NA,56.4291,7177539584,2061869,5685564,3840224,7.533028,5609976,,,0,113.73,1865768
olmoe-1b-7b-0924-q4_0_t4_n64_r3_warm,olmoe-1b-7b-0924-q4_0.gguf,4,64,3,warm,NA,23.6663,6639783936,2061869,5551648,3840236,8.194792,5727876,,,0,37.9,2078132
olmoe-1b-7b-0924-q4_0_t4_n320_r3_warm,olmoe-1b-7b-0924-q4_0.gguf,4,320,3,warm,NA,81.5656,7821438976,2061869,5651436,3840340,4.641448,5883284,,,0,190.34,1739440
