tag,model,threads,n_gen,rep,mode,resident_after_drop,t_wall_s,read_bytes,rchar,max_vmrss_kb,max_rssfile_kb,tg_tok_s,memavail_kb_start,batt_level,batt_temp_dC,exit,cpu_s,memavail_kb_min
granite-3.1-1b-a400m-instruct-Q4_0_t4_n64_r1_warm,granite-3.1-1b-a400m-instruct-Q4_0.gguf,4,64,1,warm,NA,1.83529,0,2020909,1455408,758336,98.288400,5463804,,,0,3.46,4745756
granite-3.1-1b-a400m-instruct-Q4_0_t4_n320_r1_warm,granite-3.1-1b-a400m-instruct-Q4_0.gguf,4,320,1,warm,NA,4.70516,0,2020909,1467552,758236,90.670441,5422440,,,0,14.89,4725348
