tag,model,threads,n_gen,rep,mode,resident_after_drop,t_wall_s,read_bytes,rchar,max_vmrss_kb,max_rssfile_kb,tg_tok_s,memavail_kb_start,batt_level,batt_temp_dC,exit,cpu_s,memavail_kb_min,majflt,extra
olmoe-1b-7b-0924-q4_0_t4_n64_r1_warm_C_0xF0_cpu_strict_1,olmoe-1b-7b-0924-q4_0.gguf,4,64,1,warm,NA,19.4235,6284976128,2061869,5502580,3840756,11.671915,5780552,,,0,28.89,2082312,501932,"-C 0xF0 --cpu-strict 1"
olmoe-1b-7b-0924-q4_0_t4_n320_r1_warm_C_0xF0_cpu_strict_1,olmoe-1b-7b-0924-q4_0.gguf,4,320,1,warm,NA,22.1966,5057347584,2061869,5823604,3840620,28.560283,5897076,,,0,50.34,2008540,455262,"-C 0xF0 --cpu-strict 1"
