tag,model,threads,n_gen,rep,mode,resident_after_drop,t_wall_s,read_bytes,rchar,max_vmrss_kb,max_rssfile_kb,tg_tok_s,memavail_kb_start,batt_level,batt_temp_dC,exit,cpu_s,memavail_kb_min
granite-3.1-1b-a400m-instruct-Q4_0_t3_n64_r1_warm,granite-3.1-1b-a400m-instruct-Q4_0.gguf,3,64,1,warm,NA,1.78504,0,2020909,1455476,758380,80.243683,5461700,,,0,2.89,4796748
granite-3.1-1b-a400m-instruct-Q4_0_t3_n320_r1_warm,granite-3.1-1b-a400m-instruct-Q4_0.gguf,3,320,1,warm,NA,4.93244,0,2020909,1467800,758524,80.907188,5475448,,,0,12.34,4766144
