tag,model,threads,n_gen,rep,mode,resident_after_drop,t_wall_s,read_bytes,rchar,max_vmrss_kb,max_rssfile_kb,tg_tok_s,memavail_kb_start,batt_level,batt_temp_dC,exit,cpu_s,memavail_kb_min
olmoe-1b-7b-0924-q4_0_t3_n64_r1_warm,olmoe-1b-7b-0924-q4_0.gguf,3,64,1,warm,NA,25.5352,6653394944,2061869,5591396,3840528,4.699836,5772568,,,0,37.71,2013372
olmoe-1b-7b-0924-q4_0_t3_n320_r1_warm,olmoe-1b-7b-0924-q4_0.gguf,3,320,1,warm,NA,116.557,7408140288,2061869,5343428,3840492,3.090404,5801888,,,0,219.78,1751344
