NOTE: no readable battery power rail; power_w is NaN and J/GB is NOT measurable on this device.
repeat,mode,pattern,size_kb,threads,bytes,seconds,MBps,iops,lat_p50_us,lat_p99_us,errors,first_errno,power_w,temp_start_c,temp_end_c,temp_zone
1,buffered,rand,4096,8,5528092672,2.0095,2750.93,655.9,11463.6,23312.0,0,0,nan,57.9,61.4,qmx-1-0
1,buffered,seq,64,1,3269328896,2.0003,1634.45,24939.8,14.6,35.9,0,0,nan,57.9,57.6,pm8550_tz
1,buffered,seq,64,2,4682481664,2.0282,2308.64,35227.1,18.3,80.9,0,0,nan,56.7,60.6,qmx-1-0
1,buffered,seq,64,4,4960616448,2.0014,2478.54,37819.5,17.8,100.9,0,0,nan,57.1,61.7,qmx-1-0
1,buffered,seq,64,8,5646516224,2.0138,2803.84,42783.3,21.6,406.4,0,0,nan,57.9,61.0,qmx-1-0
1,buffered,seq,128,1,3282698240,2.0190,1625.87,12404.4,28.7,54.6,0,0,nan,59.0,57.5,pm8550_tz
1,buffered,seq,128,2,4767350784,2.0051,2377.58,18139.5,38.3,112.4,0,0,nan,57.5,61.7,qmx-1-0
1,buffered,seq,128,4,5109579776,2.0044,2549.17,19448.7,38.9,2583.5,0,0,nan,57.9,62.1,cpullc-1-0
1,buffered,seq,128,8,5443813376,2.0802,2616.94,19965.7,43.9,2452.0,0,0,nan,58.3,62.1,qmx-1-0
1,buffered,seq,256,1,2949906432,2.0188,1461.25,5574.2,56.8,135.6,0,0,nan,58.7,59.0,qmx-1-0
1,buffered,seq,256,2,4663541760,2.0067,2324.02,8865.4,70.9,174.6,0,0,nan,56.7,60.6,cpullc-1-0
1,buffered,seq,256,4,5075632128,2.0037,2533.15,9663.2,78.2,4125.9,0,0,nan,57.9,61.4,qmx-1-0
1,buffered,seq,256,8,5554044928,2.0100,2763.21,10540.8,86.3,10634.0,0,0,nan,60.6,62.1,qmx-1-0
1,buffered,seq,512,1,3349676032,2.0136,1663.52,3172.9,113.9,254.2,0,0,nan,59.4,57.9,qmx-1-0
1,buffered,seq,512,2,4560781312,2.0261,2251.01,4293.5,145.3,4199.5,0,0,nan,56.8,60.6,qmx-1-0
1,buffered,seq,512,4,5252317184,2.0209,2598.98,4957.2,160.7,11001.5,0,0,nan,58.3,62.1,qmx-1-0
1,buffered,seq,512,8,5856821248,2.0044,2921.91,5573.1,181.0,19118.4,0,0,nan,58.3,62.9,qmx-1-0
1,buffered,seq,1024,1,3352297472,2.0291,1652.12,1575.6,224.7,22430.7,0,0,nan,60.2,58.3,qmx-1-1
1,buffered,seq,1024,2,4505731072,2.0154,2235.64,2132.1,316.7,32242.5,0,0,nan,57.1,61.7,qmx-1-0
1,buffered,seq,1024,4,5638193152,2.0345,2771.32,2642.9,327.9,44750.4,0,0,nan,57.9,62.9,qmx-1-0
1,buffered,seq,1024,8,5938085888,2.0153,2946.50,2810.0,366.1,93497.6,0,0,nan,59.0,63.7,qmx-1-0
1,buffered,seq,2048,1,3290431488,2.0006,1644.72,784.3,459.8,25108.7,0,0,nan,59.4,59.0,qmx-1-1
1,buffered,seq,2048,2,4550819840,2.0068,2267.72,1081.3,643.3,40090.7,0,0,nan,58.3,61.7,qmx-1-0
1,buffered,seq,2048,4,5375000576,2.0177,2663.88,1270.2,659.1,66901.9,0,0,nan,59.0,62.9,qmx-1-0
1,buffered,seq,2048,8,5888802816,2.0153,2921.99,1393.3,797.1,157840.3,0,0,nan,59.4,63.3,qmx-1-0
1,buffered,seq,4096,1,3082813440,2.0094,1534.19,365.8,961.7,30393.6,0,0,nan,60.2,59.0,qmx-1-1
1,buffered,seq,4096,2,5016387584,2.0187,2485.02,592.5,1262.1,38372.3,0,0,nan,57.4,62.5,qmx-1-0
1,buffered,seq,4096,4,5276434432,2.0131,2621.04,624.9,1540.8,80884.4,0,0,nan,59.8,63.3,qmx-1-0
1,buffered,seq,4096,8,6002049024,2.0340,2950.81,703.5,1842.0,178138.3,0,0,nan,60.2,64.5,qmx-1-0
2,direct,rand,4,1,89350144,2.0001,44.67,10906.2,86.7,137.9,0,0,nan,61.0,57.6,pm8550_tz
2,direct,rand,4,2,172785664,2.0002,86.38,21089.4,85.6,190.8,0,0,nan,57.4,57.9,qmx-1-1
2,direct,rand,4,4,355184640,2.0003,177.56,43350.8,86.6,167.2,0,0,nan,57.5,59.0,qmx-1-0
2,direct,rand,4,8,629743616,2.0005,314.79,76852.8,93.0,218.5,0,0,nan,57.9,59.8,qmx-1-0
2,direct,rand,8,1,165191680,2.0002,82.59,10081.5,93.5,146.7,0,0,nan,57.9,57.1,qmx-1-0
2,direct,rand,8,2,330219520,2.0003,165.09,20152.1,92.9,164.4,0,0,nan,56.4,57.5,qmx-1-0
2,direct,rand,8,4,592912384,2.0003,296.41,36182.4,98.2,208.8,0,0,nan,56.7,57.9,qmx-1-0
2,direct,rand,8,8,860577792,2.0005,430.18,52512.3,137.9,351.9,0,0,nan,57.1,58.7,qmx-1-0
2,direct,rand,16,1,305823744,2.0002,152.89,9331.9,102.7,152.8,0,0,nan,57.9,56.2,pm8550_tz
2,direct,rand,16,2,609304576,2.0002,304.62,18592.4,101.5,177.4,0,0,nan,56.0,56.3,qmx-1-0
2,direct,rand,16,4,1013399552,2.0003,506.61,30921.2,111.0,250.2,0,0,nan,56.0,57.1,qmx-1-0
2,direct,rand,16,8,1445888000,2.0008,722.65,44107.1,161.4,422.6,0,0,nan,56.7,57.9,qmx-1-0
2,direct,rand,32,1,538050560,2.0002,269.00,8209.2,118.2,167.7,0,0,nan,57.1,56.3,pm8550_tz
2,direct,rand,32,2,1056833536,2.0002,528.36,16124.2,117.4,193.9,0,0,nan,56.2,56.3,pm8550_tz
2,direct,rand,32,4,1748303872,2.0004,873.98,26671.7,139.1,276.2,0,0,nan,56.1,57.1,qmx-1-0
2,direct,rand,32,8,2341535744,2.0006,1170.43,35718.7,202.1,493.1,0,0,nan,56.6,57.9,qmx-1-0
