mode=file_backed file=/data/data/com.termux/files/home/moe/ufs.bin oom_score_adj=50 MemTotal_MB=11099 SwapTotal_MB=12287
held_MB,chunk_s,fill_MBps,VmRSS_MB,VmSwap_MB,MemAvailable_MB,SwapFree_MB,stop_reason
256,0.378,676,259,0,2329,8733,
512,0.326,784,498,0,2270,8740,
768,0.687,372,641,0,2193,8775,
1024,0.675,379,738,0,2178,8701,
1280,0.545,469,822,0,2192,8621,
1536,0.465,551,928,0,2253,8530,
1792,0.905,283,940,0,2414,8450,
2048,0.312,820,983,0,2481,8437,rss_plateau
max_VmRSS_MB=983 chunks=8 mode=file_backed
