# compute_trace v1
# model=/data/local/tmp/moe-stream/Qwen3-30B-A3B-Q4_0.gguf arch=qwen3moe n_layer=48 n_threads=4 io_threads=4 o_direct=1 overlap=1
turn,phase,step,seq,layer,op,name,wall_ns,majflt
0,1,70,14,6,LAYER,blk.6,909115,0
0,1,70,15,7,LAYER,blk.7,371875,0
0,1,70,16,7,LAYER,blk.7,6360364,0
0,1,70,17,8,LAYER,blk.8,373125,0
0,1,70,18,8,LAYER,blk.8,3270521,0
0,1,70,19,9,LAYER,blk.9,373594,0
0,1,70,20,9,LAYER,blk.9,832864,0
0,1,70,21,10,LAYER,blk.10,367553,0
0,1,70,22,10,LAYER,blk.10,2825208,0
0,1,70,23,11,LAYER,blk.11,404062,0
0,1,70,24,11,LAYER,blk.11,3531563,0
0,1,70,25,12,LAYER,blk.12,363437,0
0,1,70,26,12,LAYER,blk.12,839844,0
0,1,70,27,13,LAYER,blk.13,369688,0
0,1,70,28,13,LAYER,blk.13,6072968,0
0,1,70,29,14,LAYER,blk.14,390209,0
0,1,70,30,14,LAYER,blk.14,1999323,0
0,1,70,31,15,LAYER,blk.15,385677,0
0,1,70,32,15,LAYER,blk.15,1191354,0
0,1,70,33,16,LAYER,blk.16,374687,0
0,1,70,34,16,LAYER,blk.16,3468334,0
0,1,70,35,17,LAYER,blk.17,428750,0
0,1,70,36,17,LAYER,blk.17,3560521,0
0,1,70,37,18,LAYER,blk.18,368593,0
0,1,70,38,18,LAYER,blk.18,834896,0
0,1,70,39,19,LAYER,blk.19,394948,0
0,1,70,40,19,LAYER,blk.19,2084375,0
0,1,70,41,20,LAYER,blk.20,689844,0
0,1,70,42,20,LAYER,blk.20,4447239,0
0,1,70,43,21,LAYER,blk.21,375000,0
0,1,70,44,21,LAYER,blk.21,882344,0
0,1,70,45,22,LAYER,blk.22,395573,0
0,1,70,46,22,LAYER,blk.22,2040417,0
0,1,70,47,23,LAYER,blk.23,357031,0
0,1,70,48,23,LAYER,blk.23,7138542,0
0,1,70,49,24,LAYER,blk.24,467760,0
0,1,70,50,24,LAYER,blk.24,961615,0
0,1,70,51,25,LAYER,blk.25,461250,0
0,1,70,52,25,LAYER,blk.25,5145833,0
0,1,70,53,26,LAYER,blk.26,372240,0
0,1,70,54,26,LAYER,blk.26,4800052,0
0,1,70,55,27,LAYER,blk.27,376093,0
0,1,70,56,27,LAYER,blk.27,840990,0
0,1,70,57,28,LAYER,blk.28,406146,0
0,1,70,58,28,LAYER,blk.28,6995625,0
0,1,70,59,29,LAYER,blk.29,384114,0
0,1,70,60,29,LAYER,blk.29,3382552,0
0,1,70,61,30,LAYER,blk.30,380365,0
0,1,70,62,30,LAYER,blk.30,1014479,0
0,1,70,63,31,LAYER,blk.31,594896,0
0,1,70,64,31,LAYER,blk.31,1394583,0
0,1,70,65,32,LAYER,blk.32,540313,0
0,1,70,66,32,LAYER,blk.32,978385,0
0,1,70,67,33,LAYER,blk.33,420729,0
0,1,70,68,33,LAYER,blk.33,873386,0
0,1,70,69,34,LAYER,blk.34,391042,0
0,1,70,70,34,LAYER,blk.34,903020,0
0,1,70,71,35,LAYER,blk.35,390573,0
0,1,70,72,35,LAYER,blk.35,4112657,0
0,1,70,73,36,LAYER,blk.36,362760,0
0,1,70,74,36,LAYER,blk.36,852240,0
0,1,70,75,37,LAYER,blk.37,368697,0
0,1,70,76,37,LAYER,blk.37,872448,0
0,1,70,77,38,LAYER,blk.38,381615,0
0,1,70,78,38,LAYER,blk.38,8144323,0
0,1,70,79,39,LAYER,blk.39,402187,0
0,1,70,80,39,LAYER,blk.39,858073,0
0,1,70,81,40,LAYER,blk.40,376615,0
0,1,70,82,40,LAYER,blk.40,4813125,0
0,1,70,83,41,LAYER,blk.41,2341406,0
0,1,70,84,41,LAYER,blk.41,2274479,0
0,1,70,85,42,LAYER,blk.42,1733229,0
0,1,70,86,42,LAYER,blk.42,872761,0
0,1,70,87,43,LAYER,blk.43,377344,0
0,1,70,88,43,LAYER,blk.43,841927,0
0,1,70,89,44,LAYER,blk.44,374010,0
0,1,70,90,44,LAYER,blk.44,844688,0
0,1,70,91,45,LAYER,blk.45,390052,0
0,1,70,92,45,LAYER,blk.45,4512604,0
0,1,70,93,46,LAYER,blk.46,375416,0
0,1,70,94,46,LAYER,blk.46,857761,0
0,1,70,95,47,LAYER,blk.47,367344,0
0,1,70,96,-1,LAYER,post,7101093,0
0,1,71,0,-1,LAYER,pre,57604,1
0,1,71,1,0,LAYER,blk.0,406719,0
0,1,71,2,0,LAYER,blk.0,2410989,0
0,1,71,3,1,LAYER,blk.1,392396,0
0,1,71,4,1,LAYER,blk.1,3596042,0
0,1,71,5,2,LAYER,blk.2,376302,0
0,1,71,6,2,LAYER,blk.2,3358281,0
0,1,71,7,3,LAYER,blk.3,381042,0
0,1,71,8,3,LAYER,blk.3,4121562,0
0,1,71,9,4,LAYER,blk.4,396979,0
0,1,71,10,4,LAYER,blk.4,3297396,0
0,1,71,11,5,LAYER,blk.5,374323,0
0,1,71,12,5,LAYER,blk.5,5284583,0
0,1,71,13,6,LAYER,blk.6,369323,0
0,1,71,14,6,LAYER,blk.6,5642188,0
0,1,71,15,7,LAYER,blk.7,387812,0
0,1,71,16,7,LAYER,blk.7,985521,0
0,1,71,17,8,LAYER,blk.8,557396,0
0,1,71,18,8,LAYER,blk.8,2941823,0
0,1,71,19,9,LAYER,blk.9,374323,0
0,1,71,20,9,LAYER,blk.9,3123177,0
0,1,71,21,10,LAYER,blk.10,375156,0
0,1,71,22,10,LAYER,blk.10,3723802,0
0,1,71,23,11,LAYER,blk.11,451563,0
0,1,71,24,11,LAYER,blk.11,3367656,0
0,1,71,25,12,LAYER,blk.12,377344,0
0,1,71,26,12,LAYER,blk.12,1850364,0
0,1,71,27,13,LAYER,blk.13,379532,0
0,1,71,28,13,LAYER,blk.13,5475833,0
0,1,71,29,14,LAYER,blk.14,375625,0
0,1,71,30,14,LAYER,blk.14,854323,0
0,1,71,31,15,LAYER,blk.15,369739,0
0,1,71,32,15,LAYER,blk.15,10053438,0
0,1,71,33,16,LAYER,blk.16,403490,0
0,1,71,34,16,LAYER,blk.16,3395260,0
0,1,71,35,17,LAYER,blk.17,372500,0
0,1,71,36,17,LAYER,blk.17,3869687,0
0,1,71,37,18,LAYER,blk.18,380209,0
0,1,71,38,18,LAYER,blk.18,875885,0
0,1,71,39,19,LAYER,blk.19,382813,0
0,1,71,40,19,LAYER,blk.19,863958,0
0,1,71,41,20,LAYER,blk.20,385521,0
0,1,71,42,20,LAYER,blk.20,879844,0
0,1,71,43,21,LAYER,blk.21,373541,0
0,1,71,44,21,LAYER,blk.21,4166719,0
0,1,71,45,22,LAYER,blk.22,383698,0
0,1,71,46,22,LAYER,blk.22,3566823,0
0,1,71,47,23,LAYER,blk.23,370781,0
0,1,71,48,23,LAYER,blk.23,3739271,0
0,1,71,49,24,LAYER,blk.24,435156,0
0,1,71,50,24,LAYER,blk.24,893177,0
0,1,71,51,25,LAYER,blk.25,426198,0
0,1,71,52,25,LAYER,blk.25,2242136,0
0,1,71,53,26,LAYER,blk.26,427968,0
0,1,71,54,26,LAYER,blk.26,3571980,0
0,1,71,55,27,LAYER,blk.27,419218,0
0,1,71,56,27,LAYER,blk.27,2923490,0
0,1,71,57,28,LAYER,blk.28,407864,0
0,1,71,58,28,LAYER,blk.28,4256511,0
0,1,71,59,29,LAYER,blk.29,441458,0
0,1,71,60,29,LAYER,blk.29,1836875,0
0,1,71,61,30,LAYER,blk.30,437865,0
0,1,71,62,30,LAYER,blk.30,910625,0
0,1,71,63,31,LAYER,blk.31,444323,0
0,1,71,64,31,LAYER,blk.31,3884583,0
0,1,71,65,32,LAYER,blk.32,407813,0
0,1,71,66,32,LAYER,blk.32,868437,0
0,1,71,67,33,LAYER,blk.33,390104,0
0,1,71,68,33,LAYER,blk.33,2457917,0
0,1,71,69,34,LAYER,blk.34,3648854,0
0,1,71,70,34,LAYER,blk.34,4163594,0
0,1,71,71,35,LAYER,blk.35,382969,0
0,1,71,72,35,LAYER,blk.35,863020,0
0,1,71,73,36,LAYER,blk.36,452188,0
0,1,71,74,36,LAYER,blk.36,904219,0
0,1,71,75,37,LAYER,blk.37,421302,0
0,1,71,76,37,LAYER,blk.37,5031510,0
0,1,71,77,38,LAYER,blk.38,391354,0
0,1,71,78,38,LAYER,blk.38,887240,0
0,1,71,79,39,LAYER,blk.39,381562,0
0,1,71,80,39,LAYER,blk.39,1800313,0
0,1,71,81,40,LAYER,blk.40,381719,0
0,1,71,82,40,LAYER,blk.40,861562,0
0,1,71,83,41,LAYER,blk.41,380469,0
0,1,71,84,41,LAYER,blk.41,854687,0
0,1,71,85,42,LAYER,blk.42,374896,0
0,1,71,86,42,LAYER,blk.42,5658959,0
0,1,71,87,43,LAYER,blk.43,377291,0
0,1,71,88,43,LAYER,blk.43,1940156,0
0,1,71,89,44,LAYER,blk.44,405834,0
0,1,71,90,44,LAYER,blk.44,894896,0
0,1,71,91,45,LAYER,blk.45,393541,0
0,1,71,92,45,LAYER,blk.45,875677,0
0,1,71,93,46,LAYER,blk.46,410730,0
0,1,71,94,46,LAYER,blk.46,2723333,0
0,1,71,95,47,LAYER,blk.47,404635,0
0,1,71,96,-1,LAYER,post,7730157,0
0,1,72,0,-1,LAYER,pre,46667,1
0,1,72,1,0,LAYER,blk.0,421041,2
0,1,72,2,0,LAYER,blk.0,7053490,0
0,1,72,3,1,LAYER,blk.1,407031,2
0,1,72,4,1,LAYER,blk.1,6910625,0
0,1,72,5,2,LAYER,blk.2,417136,2
0,1,72,6,2,LAYER,blk.2,1881302,0
0,1,72,7,3,LAYER,blk.3,403802,2
0,1,72,8,3,LAYER,blk.3,5846614,0
0,1,72,9,4,LAYER,blk.4,403959,2
0,1,72,10,4,LAYER,blk.4,888437,0
0,1,72,11,5,LAYER,blk.5,394844,2
0,1,72,12,5,LAYER,blk.5,888177,0
0,1,72,13,6,LAYER,blk.6,394271,2
0,1,72,14,6,LAYER,blk.6,5023802,0
0,1,72,15,7,LAYER,blk.7,404740,2
0,1,72,16,7,LAYER,blk.7,866718,0
0,1,72,17,8,LAYER,blk.8,396250,2
0,1,72,18,8,LAYER,blk.8,2378125,0
0,1,72,19,9,LAYER,blk.9,400834,2
0,1,72,20,9,LAYER,blk.9,3849895,0
0,1,72,21,10,LAYER,blk.10,397813,2
0,1,72,22,10,LAYER,blk.10,863125,0
0,1,72,23,11,LAYER,blk.11,397031,2
0,1,72,24,11,LAYER,blk.11,6063802,0
0,1,72,25,12,LAYER,blk.12,436459,2
0,1,72,26,12,LAYER,blk.12,3699531,0
0,1,72,27,13,LAYER,blk.13,400208,2
0,1,72,28,13,LAYER,blk.13,2155104,0
0,1,72,29,14,LAYER,blk.14,440990,0
0,1,72,30,14,LAYER,blk.14,4806198,0
0,1,72,31,15,LAYER,blk.15,403854,2
0,1,72,32,15,LAYER,blk.15,878021,0
0,1,72,33,16,LAYER,blk.16,429687,2
0,1,72,34,16,LAYER,blk.16,2365886,0
0,1,72,35,17,LAYER,blk.17,413489,2
0,1,72,36,17,LAYER,blk.17,3668021,0
0,1,72,37,18,LAYER,blk.18,404636,2
0,1,72,38,18,LAYER,blk.18,910364,0
0,1,72,39,19,LAYER,blk.19,653750,2
0,1,72,40,19,LAYER,blk.19,1993698,0
0,1,72,41,20,LAYER,blk.20,435729,2
0,1,72,42,20,LAYER,blk.20,863073,0
0,1,72,43,21,LAYER,blk.21,428698,2
0,1,72,44,21,LAYER,blk.21,2365521,0
0,1,72,45,22,LAYER,blk.22,448021,2
0,1,72,46,22,LAYER,blk.22,918281,0
0,1,72,47,23,LAYER,blk.23,435000,2
0,1,72,48,23,LAYER,blk.23,3250677,0
0,1,72,49,24,LAYER,blk.24,472240,2
0,1,72,50,24,LAYER,blk.24,6090416,0
0,1,72,51,25,LAYER,blk.25,468334,2
0,1,72,52,25,LAYER,blk.25,3809114,0
0,1,72,53,26,LAYER,blk.26,435313,2
0,1,72,54,26,LAYER,blk.26,1003333,0
0,1,72,55,27,LAYER,blk.27,523281,2
0,1,72,56,27,LAYER,blk.27,974063,0
0,1,72,57,28,LAYER,blk.28,551614,1
0,1,72,58,28,LAYER,blk.28,1038646,0
0,1,72,59,29,LAYER,blk.29,584948,2
0,1,72,60,29,LAYER,blk.29,2953594,0
0,1,72,61,30,LAYER,blk.30,3712031,0
0,1,72,62,30,LAYER,blk.30,911563,0
0,1,72,63,31,LAYER,blk.31,432552,0
0,1,72,64,31,LAYER,blk.31,6502083,0
0,1,72,65,32,LAYER,blk.32,435260,0
0,1,72,66,32,LAYER,blk.32,3000105,0
0,1,72,67,33,LAYER,blk.33,436614,0
0,1,72,68,33,LAYER,blk.33,1314063,0
0,1,72,69,34,LAYER,blk.34,437656,0
0,1,72,70,34,LAYER,blk.34,6670312,0
0,1,72,71,35,LAYER,blk.35,407344,0
0,1,72,72,35,LAYER,blk.35,891354,0
0,1,72,73,36,LAYER,blk.36,420677,0
0,1,72,74,36,LAYER,blk.36,6383490,0
0,1,72,75,37,LAYER,blk.37,414688,0
0,1,72,76,37,LAYER,blk.37,901354,0
0,1,72,77,38,LAYER,blk.38,411562,0
0,1,72,78,38,LAYER,blk.38,862448,0
0,1,72,79,39,LAYER,blk.39,420469,0
0,1,72,80,39,LAYER,blk.39,4892864,0
0,1,72,81,40,LAYER,blk.40,428282,0
0,1,72,82,40,LAYER,blk.40,909583,0
0,1,72,83,41,LAYER,blk.41,426563,0
0,1,72,84,41,LAYER,blk.41,2290781,0
0,1,72,85,42,LAYER,blk.42,422656,0
0,1,72,86,42,LAYER,blk.42,895417,0
0,1,72,87,43,LAYER,blk.43,419843,0
0,1,72,88,43,LAYER,blk.43,875782,0
0,1,72,89,44,LAYER,blk.44,423698,0
0,1,72,90,44,LAYER,blk.44,886093,0
0,1,72,91,45,LAYER,blk.45,407500,0
0,1,72,92,45,LAYER,blk.45,876563,0
0,1,72,93,46,LAYER,blk.46,432969,0
0,1,72,94,46,LAYER,blk.46,872343,0
0,1,72,95,47,LAYER,blk.47,422032,0
0,1,72,96,-1,LAYER,post,8362448,0
0,1,73,0,-1,LAYER,pre,39427,0
0,1,73,1,0,LAYER,blk.0,430312,0
0,1,73,2,0,LAYER,blk.0,3780261,0
0,1,73,3,1,LAYER,blk.1,430000,0
0,1,73,4,1,LAYER,blk.1,3474062,0
0,1,73,5,2,LAYER,blk.2,401146,0
0,1,73,6,2,LAYER,blk.2,899479,0
0,1,73,7,3,LAYER,blk.3,414167,0
0,1,73,8,3,LAYER,blk.3,2296667,0
0,1,73,9,4,LAYER,blk.4,405468,0
0,1,73,10,4,LAYER,blk.4,3678542,0
0,1,73,11,5,LAYER,blk.5,404375,0
0,1,73,12,5,LAYER,blk.5,3606979,0
0,1,73,13,6,LAYER,blk.6,433282,0
0,1,73,14,6,LAYER,blk.6,936822,0
0,1,73,15,7,LAYER,blk.7,486511,0
0,1,73,16,7,LAYER,blk.7,929635,0
0,1,73,17,8,LAYER,blk.8,507761,0
0,1,73,18,8,LAYER,blk.8,4675833,0
0,1,73,19,9,LAYER,blk.9,427500,0
0,1,73,20,9,LAYER,blk.9,1744635,0
0,1,73,21,10,LAYER,blk.10,411511,0
0,1,73,22,10,LAYER,blk.10,2605312,0
0,1,73,23,11,LAYER,blk.11,415469,0
0,1,73,24,11,LAYER,blk.11,6036979,0
0,1,73,25,12,LAYER,blk.12,406875,0
0,1,73,26,12,LAYER,blk.12,1742500,0
0,1,73,27,13,LAYER,blk.13,423229,0
0,1,73,28,13,LAYER,blk.13,5753803,0
0,1,73,29,14,LAYER,blk.14,428958,0
0,1,73,30,14,LAYER,blk.14,7773385,0
0,1,73,31,15,LAYER,blk.15,806094,0
0,1,73,32,15,LAYER,blk.15,6687865,0
0,1,73,33,16,LAYER,blk.16,468020,0
0,1,73,34,16,LAYER,blk.16,7230834,0
0,1,73,35,17,LAYER,blk.17,457396,0
0,1,73,36,17,LAYER,blk.17,7088906,0
0,1,73,37,18,LAYER,blk.18,486250,0
0,1,73,38,18,LAYER,blk.18,4626875,0
0,1,73,39,19,LAYER,blk.19,446094,0
0,1,73,40,19,LAYER,blk.19,2017812,0
0,1,73,41,20,LAYER,blk.20,447604,0
0,1,73,42,20,LAYER,blk.20,5085104,0
0,1,73,43,21,LAYER,blk.21,451511,0
0,1,73,44,21,LAYER,blk.21,966614,0
0,1,73,45,22,LAYER,blk.22,450625,0
0,1,73,46,22,LAYER,blk.22,3337761,0
0,1,73,47,23,LAYER,blk.23,450833,0
0,1,73,48,23,LAYER,blk.23,3493333,0
0,1,73,49,24,LAYER,blk.24,458803,0
0,1,73,50,24,LAYER,blk.24,6055572,0
0,1,73,51,25,LAYER,blk.25,463542,0
0,1,73,52,25,LAYER,blk.25,3200469,0
0,1,73,53,26,LAYER,blk.26,450469,0
0,1,73,54,26,LAYER,blk.26,4229323,0
0,1,73,55,27,LAYER,blk.27,461197,0
0,1,73,56,27,LAYER,blk.27,6880678,0
0,1,73,57,28,LAYER,blk.28,457760,0
0,1,73,58,28,LAYER,blk.28,2197187,0
0,1,73,59,29,LAYER,blk.29,445782,0
0,1,73,60,29,LAYER,blk.29,2452656,0
0,1,73,61,30,LAYER,blk.30,488854,0
0,1,73,62,30,LAYER,blk.30,2628854,0
0,1,73,63,31,LAYER,blk.31,461771,0
0,1,73,64,31,LAYER,blk.31,1031198,0
0,1,73,65,32,LAYER,blk.32,535573,0
0,1,73,66,32,LAYER,blk.32,1018125,0
0,1,73,67,33,LAYER,blk.33,534583,0
0,1,73,68,33,LAYER,blk.33,4325938,0
0,1,73,69,34,LAYER,blk.34,445364,0
0,1,73,70,34,LAYER,blk.34,3646198,0
0,1,73,71,35,LAYER,blk.35,435365,0
0,1,73,72,35,LAYER,blk.35,7150469,0
0,1,73,73,36,LAYER,blk.36,462500,0
0,1,73,74,36,LAYER,blk.36,905937,0
0,1,73,75,37,LAYER,blk.37,443438,0
0,1,73,76,37,LAYER,blk.37,3140208,0
0,1,73,77,38,LAYER,blk.38,435000,0
0,1,73,78,38,LAYER,blk.38,2996875,0
0,1,73,79,39,LAYER,blk.39,436927,0
0,1,73,80,39,LAYER,blk.39,3517813,0
0,1,73,81,40,LAYER,blk.40,450833,0
0,1,73,82,40,LAYER,blk.40,2952812,0
0,1,73,83,41,LAYER,blk.41,431146,0
0,1,73,84,41,LAYER,blk.41,926354,0
0,1,73,85,42,LAYER,blk.42,421563,0
0,1,73,86,42,LAYER,blk.42,2828802,0
0,1,73,87,43,LAYER,blk.43,422344,0
0,1,73,88,43,LAYER,blk.43,3665104,0
0,1,73,89,44,LAYER,blk.44,432969,0
0,1,73,90,44,LAYER,blk.44,908489,0
0,1,73,91,45,LAYER,blk.45,436927,0
0,1,73,92,45,LAYER,blk.45,886563,0
0,1,73,93,46,LAYER,blk.46,446094,0
0,1,73,94,46,LAYER,blk.46,4749010,0
0,1,73,95,47,LAYER,blk.47,429323,0
0,1,73,96,-1,LAYER,post,11439479,0
0,1,74,0,-1,LAYER,pre,54583,1
0,1,74,1,0,LAYER,blk.0,439323,0
0,1,74,2,0,LAYER,blk.0,3332240,0
0,1,74,3,1,LAYER,blk.1,422812,0
0,1,74,4,1,LAYER,blk.1,5917084,0
0,1,74,5,2,LAYER,blk.2,417552,0
0,1,74,6,2,LAYER,blk.2,2345469,0
0,1,74,7,3,LAYER,blk.3,412864,0
0,1,74,8,3,LAYER,blk.3,3067396,0
0,1,74,9,4,LAYER,blk.4,443490,0
0,1,74,10,4,LAYER,blk.4,1819270,0
0,1,74,11,5,LAYER,blk.5,476719,0
0,1,74,12,5,LAYER,blk.5,4309531,0
0,1,74,13,6,LAYER,blk.6,452292,0
0,1,74,14,6,LAYER,blk.6,948490,0
0,1,74,15,7,LAYER,blk.7,502812,0
0,1,74,16,7,LAYER,blk.7,2188646,0
0,1,74,17,8,LAYER,blk.8,523750,0
0,1,74,18,8,LAYER,blk.8,2882656,0
0,1,74,19,9,LAYER,blk.9,544167,0
0,1,74,20,9,LAYER,blk.9,2284115,0
0,1,74,21,10,LAYER,blk.10,542083,0
0,1,74,22,10,LAYER,blk.10,2811146,0
0,1,74,23,11,LAYER,blk.11,536302,0
0,1,74,24,11,LAYER,blk.11,4591041,0
0,1,74,25,12,LAYER,blk.12,566459,0
0,1,74,26,12,LAYER,blk.12,3816146,0
0,1,74,27,13,LAYER,blk.13,592083,0
0,1,74,28,13,LAYER,blk.13,2843698,0
0,1,74,29,14,LAYER,blk.14,618489,0
0,1,74,30,14,LAYER,blk.14,2610521,0
0,1,74,31,15,LAYER,blk.15,591771,0
0,1,74,32,15,LAYER,blk.15,2368646,0
0,1,74,33,16,LAYER,blk.16,613698,0
0,1,74,34,16,LAYER,blk.16,2571614,0
0,1,74,35,17,LAYER,blk.17,608490,0
0,1,74,36,17,LAYER,blk.17,2263698,0
0,1,74,37,18,LAYER,blk.18,595521,0
0,1,74,38,18,LAYER,blk.18,1129271,0
0,1,74,39,19,LAYER,blk.19,586041,0
0,1,74,40,19,LAYER,blk.19,971250,0
0,1,74,41,20,LAYER,blk.20,587500,0
0,1,74,42,20,LAYER,blk.20,3812969,0
0,1,74,43,21,LAYER,blk.21,545469,0
0,1,74,44,21,LAYER,blk.21,976094,0
0,1,74,45,22,LAYER,blk.22,568281,0
0,1,74,46,22,LAYER,blk.22,2935469,0
0,1,74,47,23,LAYER,blk.23,560052,0
0,1,74,48,23,LAYER,blk.23,971875,0
0,1,74,49,24,LAYER,blk.24,524427,0
0,1,74,50,24,LAYER,blk.24,987343,0
0,1,74,51,25,LAYER,blk.25,533750,0
0,1,74,52,25,LAYER,blk.25,2308803,0
0,1,74,53,26,LAYER,blk.26,550989,0
0,1,74,54,26,LAYER,blk.26,2288646,0
0,1,74,55,27,LAYER,blk.27,537240,0
0,1,74,56,27,LAYER,blk.27,1995156,0
0,1,74,57,28,LAYER,blk.28,546198,0
0,1,74,58,28,LAYER,blk.28,1018593,0
0,1,74,59,29,LAYER,blk.29,559584,0
0,1,74,60,29,LAYER,blk.29,1028698,0
0,1,74,61,30,LAYER,blk.30,516302,0
0,1,74,62,30,LAYER,blk.30,973646,0
0,1,74,63,31,LAYER,blk.31,559375,0
0,1,74,64,31,LAYER,blk.31,985260,0
0,1,74,65,32,LAYER,blk.32,529479,0
0,1,74,66,32,LAYER,blk.32,1753125,0
0,1,74,67,33,LAYER,blk.33,544740,0
0,1,74,68,33,LAYER,blk.33,2115000,0
0,1,74,69,34,LAYER,blk.34,450573,0
0,1,74,70,34,LAYER,blk.34,914218,0
0,1,74,71,35,LAYER,blk.35,504844,0
0,1,74,72,35,LAYER,blk.35,908386,0
0,1,74,73,36,LAYER,blk.36,442239,0
0,1,74,74,36,LAYER,blk.36,2194688,0
0,1,74,75,37,LAYER,blk.37,468646,0
0,1,74,76,37,LAYER,blk.37,918750,0
0,1,74,77,38,LAYER,blk.38,470625,0
0,1,74,78,38,LAYER,blk.38,893020,0
0,1,74,79,39,LAYER,blk.39,438594,0
0,1,74,80,39,LAYER,blk.39,3282813,0
0,1,74,81,40,LAYER,blk.40,436510,0
0,1,74,82,40,LAYER,blk.40,2197708,0
0,1,74,83,41,LAYER,blk.41,436667,0
0,1,74,84,41,LAYER,blk.41,908750,0
0,1,74,85,42,LAYER,blk.42,441979,0
0,1,74,86,42,LAYER,blk.42,891459,0
0,1,74,87,43,LAYER,blk.43,455833,0
0,1,74,88,43,LAYER,blk.43,1944583,0
0,1,74,89,44,LAYER,blk.44,427917,0
0,1,74,90,44,LAYER,blk.44,888750,0
0,1,74,91,45,LAYER,blk.45,439479,0
0,1,74,92,45,LAYER,blk.45,898073,0
0,1,74,93,46,LAYER,blk.46,430885,0
0,1,74,94,46,LAYER,blk.46,881823,0
0,1,74,95,47,LAYER,blk.47,380573,0
0,1,74,96,-1,LAYER,post,9507969,0
0,1,75,0,-1,LAYER,pre,32188,0
0,1,75,1,0,LAYER,blk.0,397604,0
0,1,75,2,0,LAYER,blk.0,903958,0
0,1,75,3,1,LAYER,blk.1,388907,0
0,1,75,4,1,LAYER,blk.1,893958,0
0,1,75,5,2,LAYER,blk.2,381510,0
0,1,75,6,2,LAYER,blk.2,902657,0
0,1,75,7,3,LAYER,blk.3,378177,0
0,1,75,8,3,LAYER,blk.3,2435052,0
0,1,75,9,4,LAYER,blk.4,384948,0
0,1,75,10,4,LAYER,blk.4,896719,0
0,1,75,11,5,LAYER,blk.5,385885,0
0,1,75,12,5,LAYER,blk.5,896354,0
0,1,75,13,6,LAYER,blk.6,388438,0
0,1,75,14,6,LAYER,blk.6,861250,0
0,1,75,15,7,LAYER,blk.7,390104,0
0,1,75,16,7,LAYER,blk.7,3451927,0
0,1,75,17,8,LAYER,blk.8,428854,0
0,1,75,18,8,LAYER,blk.8,953281,0
0,1,75,19,9,LAYER,blk.9,439167,0
0,1,75,20,9,LAYER,blk.9,922917,0
0,1,75,21,10,LAYER,blk.10,427343,0
0,1,75,22,10,LAYER,blk.10,927500,0
0,1,75,23,11,LAYER,blk.11,437084,0
0,1,75,24,11,LAYER,blk.11,946406,0
0,1,75,25,12,LAYER,blk.12,435625,0
0,1,75,26,12,LAYER,blk.12,916719,0
0,1,75,27,13,LAYER,blk.13,386406,0
0,1,75,28,13,LAYER,blk.13,2386927,0
0,1,75,29,14,LAYER,blk.14,384583,0
0,1,75,30,14,LAYER,blk.14,863073,0
0,1,75,31,15,LAYER,blk.15,382448,0
0,1,75,32,15,LAYER,blk.15,857604,0
0,1,75,33,16,LAYER,blk.16,386250,0
0,1,75,34,16,LAYER,blk.16,884688,0
0,1,75,35,17,LAYER,blk.17,385312,0
0,1,75,36,17,LAYER,blk.17,857240,0
0,1,75,37,18,LAYER,blk.18,400729,0
0,1,75,38,18,LAYER,blk.18,2688281,0
0,1,75,39,19,LAYER,blk.19,377500,0
0,1,75,40,19,LAYER,blk.19,856563,0
0,1,75,41,20,LAYER,blk.20,371562,0
0,1,75,42,20,LAYER,blk.20,864532,0
0,1,75,43,21,LAYER,blk.21,382083,0
0,1,75,44,21,LAYER,blk.21,867917,0
0,1,75,45,22,LAYER,blk.22,384323,0
0,1,75,46,22,LAYER,blk.22,850208,0
0,1,75,47,23,LAYER,blk.23,383229,0
0,1,75,48,23,LAYER,blk.23,847917,0
0,1,75,49,24,LAYER,blk.24,380000,0
0,1,75,50,24,LAYER,blk.24,833906,0
0,1,75,51,25,LAYER,blk.25,395885,0
0,1,75,52,25,LAYER,blk.25,830052,0
0,1,75,53,26,LAYER,blk.26,374844,0
0,1,75,54,26,LAYER,blk.26,843073,0
0,1,75,55,27,LAYER,blk.27,366563,0
0,1,75,56,27,LAYER,blk.27,846406,0
0,1,75,57,28,LAYER,blk.28,373698,0
0,1,75,58,28,LAYER,blk.28,840781,0
0,1,75,59,29,LAYER,blk.29,378906,0
0,1,75,60,29,LAYER,blk.29,874844,0
0,1,75,61,30,LAYER,blk.30,371615,0
0,1,75,62,30,LAYER,blk.30,850000,0
0,1,75,63,31,LAYER,blk.31,379479,0
0,1,75,64,31,LAYER,blk.31,1155521,0
0,1,75,65,32,LAYER,blk.32,383698,0
0,1,75,66,32,LAYER,blk.32,857604,0
0,1,75,67,33,LAYER,blk.33,381093,0
0,1,75,68,33,LAYER,blk.33,852188,0
0,1,75,69,34,LAYER,blk.34,367812,0
0,1,75,70,34,LAYER,blk.34,842032,0
0,1,75,71,35,LAYER,blk.35,374531,0
0,1,75,72,35,LAYER,blk.35,833646,0
0,1,75,73,36,LAYER,blk.36,375573,0
0,1,75,74,36,LAYER,blk.36,847500,0
0,1,75,75,37,LAYER,blk.37,377083,0
0,1,75,76,37,LAYER,blk.37,850417,0
0,1,75,77,38,LAYER,blk.38,382760,0
