t,pswpin,pswpout,pgmajfault,memavail_kb,swapfree_kb,bmoe_pid,bmoe_minflt,bmoe_majflt,bmoe_cpu_ticks,thermal_status,cap0,cap6
1789629681,186992543,280040774,194484242,4750124,10235628,,,,,0,2016000,2476800
1789629686,186992547,280040774,194484246,4747920,10235628,,,,,0,2016000,2476800
1789629691,186992678,280040774,194484379,4743464,10236396,,,,,0,2016000,2476800
1789629696,186992678,280040774,194484379,4740752,10236396,,,,,0,2016000,2476800
1789629701,186992680,280040774,194484381,4738776,10236416,,,,,0,2016000,2476800
1789629706,186992800,280040774,194484540,4736904,10237184,,,,,0,2016000,2476800
1789629712,186992800,280040774,194484540,4735680,10237184,,,,,0,2016000,2476800
1789629717,186992808,280040774,194484548,4733520,10237184,,,,,0,2016000,2476800
1789629722,186992825,280040774,194484565,4734332,10237184,,,,,0,2016000,2476800
1789629727,186992832,280040774,194484575,4733112,10237184,,,,,0,2016000,2476800
1789629732,186993049,280040774,194484803,4732404,10238280,,,,,0,2016000,2476800
1789629737,186993049,280040774,194484803,4730464,10238280,,,,,0,2016000,2476800
1789629743,186993063,280040774,194484817,4732944,10238280,,,,,0,2016000,2476800
1789629748,186993845,280040774,194485614,4725832,10241352,,,,,0,2016000,2476800
1789629753,186996138,280048409,194488999,4435004,10218752,,,,,0,2016000,2476800
1789629758,186996885,280048409,194489911,4473112,10221848,,,,,0,2016000,2476800
1789629763,186999632,280051568,194492772,4467844,10220644,,,,,0,2016000,2476800
1789629768,187003024,280054099,194496422,4474312,10223980,,,,,0,2016000,2476800
1789629773,187003070,280059873,194496493,4520732,10201708,,,,,0,2016000,2476800
1789629778,187003078,280059873,194496503,4518624,10201708,,,,,0,2016000,2476800
1789629784,187003081,280059873,194496508,4519036,10201708,,,,,0,2016000,2476800
1789629789,187007636,280079431,194501104,4571192,10136780,,,,,0,2016000,2476800
1789629794,187007939,280080660,194501427,4582788,10133196,,,,,0,2016000,2476800
1789629799,187007941,280086585,194501429,4587368,10108620,,,,,0,2016000,2476800
1789629804,187009964,280086585,194503458,4601964,10116836,,,,,0,2016000,2476800
1789629809,187009965,280091727,194503459,4608796,10095588,,,,,0,2016000,2476800
1789629814,187010266,280091727,194503780,4603328,10096988,,,,,0,2016000,2476800
1789629820,187013366,280096792,194506920,4597556,10089680,,,,,0,2016000,2476800
1789629825,187013415,280096792,194506973,4603292,10089680,,,,,0,2016000,2476800
1789629830,187014152,280096792,194507725,4594580,10092496,,,,,0,2016000,2476800
1789629835,187014162,280100340,194507740,4618808,10078160,,,,,0,2016000,2476800
1789629840,187014244,280105375,194507822,4619740,10058456,,,,,0,2016000,2476800
1789629845,187014598,280105375,194508182,4621236,10059480,,,,,0,2016000,2476800
1789629850,187014651,280108092,194508237,4629172,10048984,,,,,0,2016000,2476800
1789629856,187014786,280110117,194508372,4630160,10041304,,,,,0,2016000,2476800
1789629861,187014832,280111759,194508418,4646824,10034904,,,,,0,2016000,2476800
1789629866,187014957,280111759,194508543,4643336,10035160,,,,,0,2016000,2476800
1789629871,187014959,280111759,194508545,4643216,10035416,,,,,0,2016000,2476800
1789629876,187024153,280111759,194518102,4516680,10095916,,,,,0,2016000,2476800
1789629881,187024312,280111759,194518282,4481648,10098060,,,,,0,2016000,2476800
1789629886,187029308,280117704,194523487,4508168,10094904,,,,,0,2016000,2476800
