t,pswpin,pswpout,pgmajfault,memavail_kb,swapfree_kb,bmoe_pid,bmoe_minflt,bmoe_majflt,bmoe_cpu_ticks,thermal_status,cap0,cap6
1789629891,187029676,280118981,194523861,4540228,10091320,,,,,0,2016000,2476800
1789629896,187029677,280121144,194523863,4549716,10082380,,,,,0,2016000,2476800
1789629902,187029695,280123423,194523881,4563180,10073676,,,,,0,2016000,2476800
1789629907,187030003,280127442,194524190,4577556,10058080,,,,,0,2016000,2476800
1789629912,187030279,280127442,194524469,4555768,10059116,,,,,0,2016000,2476800
1789629917,187030283,280128770,194524473,4560900,10053484,,,,,0,2016000,2476800
1789629922,187030396,280131890,194524586,4580464,10041452,,,,,0,2016000,2476800
1789629927,187030399,280133396,194524589,4573028,10035308,,,,,0,2016000,2476800
1789629932,187030428,280133396,194524619,4653904,10037356,,,,,0,2016000,2476800
1789629938,187030504,280134825,194524696,4655064,10031468,,,,,0,2016000,2476800
1789629943,187030533,280135269,194524735,4657788,10029676,,,,,0,2016000,2476800
1789629948,187030589,280135269,194524801,4656684,10030188,,,,,0,2016000,2476800
1789629953,187035662,280135269,194529974,4621392,10050464,,,,,0,2016000,2476800
1789629958,187036020,280135269,194530344,4617616,10051780,,,,,0,2016000,2476800
1789629963,187036040,280136733,194530365,4620548,10045892,,,,,0,2016000,2476800
1789629968,187036066,280138281,194530393,4616924,10040004,,,,,0,2016000,2476800
1789629974,187036098,280138281,194530425,4629264,10040004,,,,,0,2016000,2476800
1789629979,187036217,280138281,194530594,4618204,10040516,,,,,0,2016000,2476800
1789629984,187036217,280139376,194530594,4622996,10036164,,,,,0,2016000,2476800
1789629989,187036220,280140419,194530597,4622972,10031812,,,,,0,2016000,2476800
1789629994,187036550,280140419,194530931,4626288,10032836,,,,,0,2016000,2476800
1789629999,187036601,280140419,194530982,4624552,10033152,,,,,0,2016000,2476800
1789630004,187036601,280140419,194530988,4625116,10033152,,,,,0,2016000,2476800
1789630010,187036676,280140419,194531080,4619124,10033408,,,,,0,2016000,2476800
1789630015,187036681,280140419,194531085,4618924,10033664,,,,,0,2016000,2476800
1789630020,187038610,280146424,194533546,4476968,10016264,,,,,0,2016000,2476800
1789630025,187043414,280146424,194538882,4375392,10034448,,,,,0,2016000,2476800
1789630030,187043469,280146424,194538940,4413848,10034448,,,,,0,2016000,2476800
1789630036,187043819,280149070,194539303,4461892,10024720,,,,,0,2016000,2476800
1789630041,187043983,280153312,194539479,4485724,10008080,,,,,0,2016000,2476800
1789630046,187049775,280153312,194545332,4508488,10051984,,,,,0,2016000,2476800
1789630051,187049811,280156112,194545389,4512460,10040976,,,,,0,2016000,2476800
1789630056,187051364,280165105,194546964,4516444,10010032,,,,,0,2016000,2476800
1789630061,187051428,280165105,194547028,4535144,10010924,,,,,0,2016000,2476800
1789630066,187051478,280165105,194547078,4549616,10011180,,,,,0,2016000,2476800
1789630072,187052372,280167685,194548018,4555128,10005044,,,,,0,2016000,2476800
1789630077,187052403,280171547,194548049,4567240,9988916,,,,,0,2016000,2476800
1789630082,187052432,280171547,194548085,4565768,9989172,,,,,0,2016000,2476800
1789630087,187052443,280171547,194548096,4563884,9989172,,,,,0,2016000,2476800
1789630092,187052472,280172896,194548125,4567160,9983796,,,,,0,2016000,2476800
1789630097,187052481,280174377,194548134,4572328,9977652,,,,,0,2016000,2476800
1789630102,187052498,280174377,194548151,4574368,9977908,,,,,0,2016000,2476800
1789630108,187052694,280174377,194548349,4572632,9978420,,,,,0,2016000,2476800
1789630113,187052746,280174377,194548480,4568556,9978676,,,,,0,2016000,2476800
1789630118,187052750,280175798,194548484,4568844,9972532,,,,,0,2016000,2476800
1789630123,187056669,280177735,194552625,4513500,9980492,,,,,0,2016000,2476800
1789630128,187056673,280177735,194552629,4510540,9980492,,,,,0,2016000,2476800
1789630134,187056736,280177735,194552693,4504924,9980756,,,,,0,2016000,2476800
1789630139,187056738,280180684,194552695,4504760,9968980,,,,,0,2016000,2476800
1789630144,187056741,280180684,194552699,4503576,9969236,,,,,0,2016000,2476800
1789630149,187056747,280180684,194552705,4508344,9969236,,,,,0,2016000,2476800
1789630155,187056796,280180684,194552754,4510720,9969312,,,,,0,2016000,2476800
1789630160,187059076,280180684,194555083,4508320,9979392,,,,,0,2016000,2476800
1789630165,187059085,280182338,194555092,4517848,9972544,,,,,0,2016000,2476800
1789630170,187059086,280182338,194555103,4506144,9972544,,,,,0,2016000,2476800
1789630175,187059088,280182338,194555105,4499476,9972544,,,,,0,2016000,2476800
1789630180,187059090,280182338,194555107,4505536,9972544,,,,,0,2016000,2476800
1789630185,187059091,280182338,194555109,4515188,9972544,,,,,0,2016000,2476800
1789630191,187059091,280182338,194555109,4515860,9972544,,,,,0,2016000,2476800
1789630196,187059091,280182338,194555109,4513080,9972544,,,,,0,2016000,2476800
1789630201,187059099,280182338,194555117,4519188,9972800,,,,,0,2016000,2476800
1789630206,187059107,280182338,194555133,4511356,9972800,,,,,0,2016000,2476800
1789630211,187059108,280182338,194555134,4514308,9972800,,,,,0,2016000,2476800
1789630216,187059113,280253421,194556196,4710588,9681216,11280,103619,273,361,0,2016000,2227200
1789630222,187059181,280350120,194558068,5076332,9291504,11280,201925,273,759,0,2016000,2227200
1789630227,187059990,280462866,194561059,5423368,8819440,11280,290066,273,1149,0,2016000,2227200
1789630232,187062749,280588529,194567552,5666996,8246016,11280,356376,4400,2362,0,2016000,2476800
1789630237,187092216,280686917,194601618,5944676,7844988,11280,368762,7490,3533,0,2016000,2476800
1789630242,187111166,280813522,194671534,1703536,7605684,11280,1455027,58617,4851,0,2016000,2227200
1789630248,187197902,280891099,194759226,1677180,8131228,11280,3344421,124179,6347,0,2016000,2476800
1789630253,187202181,280892219,194763642,1728572,8339564,11280,4822735,124202,7561,0,2016000,2476800
1789630258,187205511,280892306,194767060,1889876,8336456,11280,6211354,124244,8796,0,2016000,2476800
1789630263,187212584,280900023,194774999,1850472,8328184,11280,7862195,124675,10021,0,2016000,2476800
1789630268,187215643,280901616,194778544,1849268,8334328,11280,9605305,125119,11248,0,2016000,2476800
1789630273,187218792,280901696,194782242,1796200,8348456,11280,11208085,125644,12482,0,2016000,2476800
1789630278,187221617,280908992,194785733,1812596,8332108,11280,12786767,126147,13735,0,2016000,2476800
1789630283,187223688,280910846,194788390,1821456,8335692,11280,14473278,126738,14974,0,2016000,2476800
1789630288,187225802,280911201,194791096,1791136,8344688,11280,16145360,127336,16190,0,2016000,2476800
1789630293,187227387,280912152,194793280,1791624,8349564,11280,17698558,127940,17419,0,2016000,2476800
1789630298,187230822,280915315,194797363,1829804,8352188,11280,18971973,128530,18695,0,2016000,2476800
1789630303,187239124,280915618,194806040,6302432,8732192,,,,,0,2016000,2476800
1789630309,187241290,280915618,194808300,6296440,8740832,,,,,0,2016000,2476800
1789630314,187241680,280915618,194808696,6310016,8742368,,,,,0,2016000,2476800
1789630319,187262169,280915618,194829508,6278936,8829048,,,,,0,2016000,2476800
1789630324,187262697,280915618,194830045,6279720,8831352,,,,,0,2016000,2476800
1789630329,187263501,280915618,194830860,6276168,8834712,,,,,0,2016000,2476800
1789630334,187264296,280915618,194831700,6286904,8838924,,,,,0,2016000,2476800
1789630339,187264503,280915618,194831917,6293588,8839708,,,,,0,2016000,2476800
1789630345,187264699,280915618,194832117,6298116,8840504,,,,,0,2016000,2476800
1789630350,187264910,280915618,194832332,6298708,8841272,,,,,0,2016000,2476800
1789630355,187265652,280915618,194833119,6294052,8844504,,,,,0,2016000,2476800
1789630360,187265863,280915618,194833345,6292200,8845828,,,,,0,2016000,2476800
1789630365,187291419,280915618,194859605,6142500,8946464,,,,,0,2016000,2476800
1789630370,187291980,280915618,194860171,6141624,8948584,,,,,0,2016000,2476800
1789630375,187292659,280915618,194860872,6143036,8951772,,,,,0,2016000,2476800
1789630380,187301035,280962761,194869537,6172872,8793864,,,,,0,2016000,2476800
1789630386,187304468,281014506,194873118,6175968,8597708,,,,,0,2016000,2476800
1789630391,187307342,281014506,194876018,6210352,8609252,,,,,0,2016000,2476800
1789630396,187308083,281014506,194876762,6259780,8612092,,,,,0,2016000,2476800
1789630401,187309095,281014506,194877782,6295836,8616188,,,,,0,2016000,2476800
1789630406,187309531,281014506,194878219,6326112,8617980,,,,,0,2016000,2476800
1789630411,187310982,281014506,194879675,6338388,8624276,,,,,0,2016000,2476800
1789630417,187313681,281014506,194882402,6340856,8634940,,,,,0,2016000,2476800
1789630422,187315335,281014506,194884059,6342364,8642116,,,,,0,2016000,2476800
1789630427,187315817,281014506,194884541,6343764,8643972,,,,,0,2016000,2476800
1789630432,187316100,281014506,194884824,6349300,8644996,,,,,0,2016000,2476800
1789630437,187317217,281014506,194885946,6347388,8650092,,,,,0,2016000,2476800
1789630442,187317766,281014506,194886499,6343788,8652176,,,,,0,2016000,2476800
1789630447,187317848,281014506,194886581,6340684,8652452,,,,,0,2016000,2476800
1789630453,187318235,281014506,194886978,6339832,8654244,,,,,0,2016000,2476800
1789630458,187318916,281014506,194887661,6337240,8656804,,,,,0,2016000,2476800
1789630463,187326108,281014506,194894891,6307788,8690224,,,,,0,2016000,2476800
1789630468,187333200,281014506,194902080,6290504,8740620,,,,,0,2016000,2476800
1789630473,187336065,281014506,194904958,6300732,8759364,,,,,0,2016000,2476800
1789630478,187336711,281014506,194905604,6294644,8763108,,,,,0,2016000,2476800
1789630483,187337216,281014506,194906112,6297128,8765164,,,,,0,2016000,2476800
1789630489,187337341,281014506,194906242,6320660,8765684,,,,,0,2016000,2476800
1789630494,187337629,281014506,194906530,6314824,8766708,,,,,0,2016000,2476800
1789630499,187337838,281014506,194906743,6315240,8767644,,,,,0,2016000,2476800
1789630504,187367060,281014506,194936360,6209972,8946384,,,,,0,2016000,2476800
1789630509,187367314,281014506,194936614,6209496,8947664,,,,,0,2016000,2476800
1789630514,187376807,281014506,194946405,6056296,8985732,,,,,0,2016000,2476800
1789630519,187389390,281014506,194959325,5925308,9038992,,,,,0,2016000,2476800
1789630524,187444166,281014506,195016651,5156832,9272856,,,,,0,2016000,2476800
1789630530,187496814,281021673,195071854,5037252,9567920,,,,,0,2016000,2476800
1789630535,187526484,281071795,195103337,4801872,9509740,,,,,0,2016000,2476800
1789630540,187541478,281118931,195119269,4528052,9380752,,,,,0,2016000,2476800
1789630545,187551079,281145965,195131629,4602704,9312228,,,,,0,2016000,2476800
1789630550,187579576,281157913,195162385,4356452,9378236,,,,,0,2016000,2476800
1789630555,187587405,281160280,195170478,4555624,9410692,,,,,1,2016000,2476800
1789630560,187607127,281161803,195190565,4570560,9495028,,,,,1,2016000,2227200
1789630565,187610428,281168216,195194011,4586452,9485464,,,,,1,2016000,1862400
1789630570,187612075,281173226,195195759,4711260,9509476,,,,,1,2016000,1651200
1789630576,187644013,281182315,195228847,4723528,9694636,,,,,1,2016000,1651200
1789630581,187650131,281186246,195235153,4633984,9711704,,,,,1,1900800,1651200
1789630586,187653688,281189888,195239028,4544040,9720140,,,,,1,1747200,1651200
1789630591,187654374,281190007,195239792,4570052,9723100,,,,,1,1747200,1651200
1789630596,187654721,281190638,195240164,4700260,9722284,,,,,1,1747200,1651200
1789630601,187656022,281192921,195241637,4676160,9727156,,,,,1,1747200,1651200
1789630606,187656692,281207176,195242648,4754964,9671796,7602,50529,242,147,1,1747200,1651200
1789630611,187668625,281312235,195255822,4846284,9287356,7602,126792,242,544,1,1747200,1651200
1789630617,187715086,281429279,195305498,5122240,9047612,7602,179107,242,851,1,1747200,1651200
1789630622,187746907,281497038,195339001,5103820,8933220,7602,244636,242,1162,1,1747200,1651200
1789630627,187796006,281580486,195391775,5397608,8842168,7602,292715,268,1436,1,1747200,1651200
1789630632,187819142,281670409,195419013,5505220,8451152,7602,354835,4542,2627,1,1747200,1651200
1789630638,187845425,281806727,195449870,5755120,8002364,7602,366038,6788,4030,1,1747200,1651200
1789630643,187883988,281881407,195491078,4911312,7866164,7602,606345,8111,4941,1,1747200,1651200
1789630648,188018372,282013998,195679724,1768248,8448088,7602,1298829,67092,5979,1,1747200,1651200
1789630654,188120951,282155449,195783837,1604204,8737252,7602,2454095,148957,7429,1,1747200,1651200
1789630659,188243019,282211257,195910542,1710088,9061104,7602,3043728,220608,8738,2,1747200,1651200
1789630664,188254932,282272037,195923977,1724020,9025208,7602,4023985,222094,10389,2,1747200,1651200
1789630669,188257774,282307481,195927113,1826188,8895996,7602,5082972,222354,12108,2,1747200,1651200
1789630674,188260889,282319653,195930577,1841452,8859928,7602,6517799,222664,13962,2,1747200,1651200
1789630679,188268536,282319653,195938791,1811520,8907860,7602,8312473,223139,15910,2,1747200,1651200
1789630684,188274009,282341728,195944927,1914312,8884012,7602,9877429,223609,17769,2,1747200,1651200
1789630689,188282991,282341728,195954603,1885692,8922516,7602,11596898,224193,19703,2,1747200,1651200
1789630694,188288765,282341728,195961075,1848100,8947660,7602,13313739,224711,21634,2,1747200,1651200
1789630699,188290300,282362642,195963094,1934736,8910336,7602,14685555,225208,23460,2,1747200,1651200
1789630705,188291902,282364695,195965296,1947196,8910600,7602,16430139,225811,25401,2,1747200,1651200
1789630710,188294462,282370797,195968465,1941720,8898944,7602,18122091,226404,27328,2,1747200,1651200
1789630715,188297392,282370797,195972110,1923136,8913804,7602,19712428,227337,29249,2,1747200,1651200
1789630720,188306906,282370797,195982309,6265472,9309660,,,,,2,1747200,1651200
1789630725,188312595,282370797,195988077,6298528,9347064,,,,,2,1747200,1651200
1789630730,188313431,282370797,195988946,6294600,9350136,,,,,2,1747200,1651200
1789630735,188313959,282370797,195989490,6300424,9353472,,,,,2,1747200,1651200
1789630740,188314298,282370797,195989833,6305480,9355588,,,,,2,1747200,1651200
1789630746,188314791,282370797,195990340,6302032,9357868,,,,,2,1747200,1651200
1789630751,188362134,282370902,196039444,5826224,9567588,,,,,2,2361600,1862400
1789630756,188456646,282376723,196138693,4710948,9944936,,,,,1,2361600,2112000
1789630761,188470491,282376771,196153811,4561820,10004492,,,,,1,1900800,1651200
1789630766,188474816,282376789,196158301,4538740,10022108,,,,,1,1747200,1651200
1789630771,188483382,282376789,196167041,4414364,10064336,,,,,1,1747200,1651200
1789630776,188485446,282376789,196169119,4418000,10072700,,,,,1,1747200,1651200
1789630781,188486867,282376789,196170567,4407324,10084120,,,,,1,1747200,1651200
1789630786,188487431,282376789,196171148,4436968,10085692,,,,,1,1747200,1651200
1789630792,188487932,282376789,196171659,4450444,10087740,,,,,1,1747200,1651200
1789630797,188488047,282376789,196171774,4450292,10088084,,,,,1,1747200,1651200
1789630802,188488238,282376789,196171965,4500804,10089196,,,,,1,1747200,1651200
1789630807,188488540,282376789,196172268,4500324,10090476,,,,,1,1747200,1651200
1789630812,188489274,282376789,196173005,4522380,10093664,,,,,1,1747200,1651200
1789630817,188489702,282376789,196173467,4528156,10095908,,,,,1,1747200,1651200
1789630822,188491220,282376789,196175004,4497180,10114320,,,,,1,1747200,1651200
1789630828,188491579,282376789,196175372,4562332,10115900,,,,,1,1747200,1651200
1789630833,188491807,282376789,196175601,4684312,10117160,,,,,1,1747200,1651200
1789630838,188491946,282376789,196175741,4700224,10118236,,,,,1,1747200,1651200
1789630843,188492233,282376789,196176069,4687224,10119516,,,,,1,1747200,1651200
1789630848,188492558,282376789,196176394,4689596,10120540,,,,,1,1747200,1651200
1789630853,188493099,282376789,196176939,4685716,10122864,,,,,1,1747200,1651200
1789630858,188493211,282376789,196177051,4691720,10123192,,,,,1,1747200,1651200
1789630864,188509546,282376988,196194495,4461260,10191088,,,,,1,1747200,1651200
1789630869,188520595,282385072,196206264,4492596,10213204,,,,,1,1747200,1651200
1789630874,188552134,282385188,196238921,4564188,10395596,,,,,1,1747200,1651200
1789630879,188559344,282385379,196246268,4536236,10448476,,,,,1,1747200,1651200
1789630884,188561894,282385481,196249128,4479796,10472632,,,,,1,1747200,1651200
1789630889,188564056,282385481,196251357,4416492,10481488,,,,,1,1747200,1651200
1789630894,188564091,282385481,196251395,4458968,10481764,,,,,1,1747200,1651200
1789630899,188564142,282385481,196251447,4489076,10482276,,,,,1,1747200,1651200
1789630904,188565118,282385806,196252801,4321024,10484604,,,,,1,1747200,1651200
1789630910,188565215,282385806,196252916,4298516,10484620,,,,,1,1747200,1651200
1789630915,188565298,282385806,196253007,4334584,10485172,,,,,1,1747200,1651200
1789630920,188565352,282385806,196253072,4371156,10485448,,,,,1,1747200,1651200
1789630925,188565387,282385806,196253116,4366020,10485960,,,,,1,1747200,1651200
1789630930,188565397,282385806,196253129,4403388,10485960,,,,,1,1747200,1651200
1789630935,188565428,282385806,196253160,4420164,10485960,,,,,1,1747200,1651200
1789630940,188565512,282385806,196253264,4428336,10486472,,,,,1,1747200,1651200
1789630945,188565525,282385806,196253279,4430096,10486472,,,,,1,1747200,1651200
1789630951,188565594,282385806,196253356,4432572,10487004,,,,,1,1747200,1651200
1789630956,188565716,282385806,196253482,4436888,10487516,,,,,1,1747200,1651200
1789630961,188565832,282385975,196253749,4397796,10488272,,,,,1,1747200,1651200
1789630966,188566036,282385975,196253968,4375336,10489408,,,,,1,1747200,1651200
1789630971,188566068,282385975,196254004,4376340,10489664,,,,,1,1747200,1651200
1789630976,188566101,282385975,196254039,4374612,10489936,,,,,1,1747200,1651200
1789630981,188566130,282385975,196254070,4373748,10489936,,,,,1,1747200,1651200
1789630987,188566159,282385975,196254101,4388340,10489956,,,,,1,1747200,1651200
1789630992,188566320,282385975,196254564,4344216,10490744,,,,,1,1747200,1651200
1789630997,188566333,282385975,196254578,4366888,10490744,,,,,1,1747200,1651200
1789631002,188566339,282385975,196254586,4427572,10490744,,,,,1,1747200,1651200
1789631007,188566394,282385975,196254642,4438908,10490756,,,,,1,1747200,1651200
1789631012,188566434,282385975,196254692,4439992,10491080,,,,,1,1747200,1651200
1789631017,188566444,282385975,196254702,4439576,10491080,,,,,1,1747200,1651200
1789631023,188566472,282385975,196254732,4435072,10491336,,,,,1,1747200,1651200
1789631028,188566514,282450031,196255961,4543808,10229456,17279,81131,299,364,1,1747200,1651200
1789631033,188566533,282532337,196257557,4757228,9892816,17279,159767,299,786,1,1747200,1651200
1789631038,188567161,282625148,196259988,5025096,9513168,17279,229168,299,1222,1,1747200,1651200
1789631043,188571228,282719843,196266014,5085260,9145676,17279,346556,2338,1658,1,1747200,1651200
1789631049,188595851,282868178,196297399,5486036,8530540,17279,358991,6724,3841,1,1747200,1651200
1789631054,188611551,282995565,196318847,5898568,8021540,17279,373865,11945,6119,1,1747200,1651200
1789631059,188637285,283105802,196396549,2521860,7960508,17279,1221428,63346,7268,1,1747200,1651200
1789631064,188712732,283289949,196473861,1690792,7354420,17279,2073088,124142,8726,1,1747200,1651200
1789631069,188841744,283315529,196603762,1830124,8447320,17279,3370792,226933,10872,1,1747200,1651200
1789631074,188871395,283320292,196634427,1833176,8636712,17279,4519060,227342,13095,1,1747200,1651200
1789631079,188876953,283324140,196640499,1828032,8645624,17279,5820088,227742,15314,1,1747200,1651200
1789631085,188886814,283336645,196651029,1802468,8640592,17279,6948949,228160,17506,1,1747200,1651200
1789631090,188889381,283336645,196654128,1787900,8653144,17279,8354536,228657,19693,1,1747200,1651200
1789631095,188891853,283336645,196657004,1782924,8664732,17279,9856414,229072,21841,1,1747200,1651200
1789631100,188895355,283341501,196661022,1792044,8679916,17279,11178785,229568,24048,1,1747200,1651200
1789631105,188896948,283341501,196663109,1774928,8688364,17279,12569074,230083,26246,1,1747200,1651200
1789631110,188902652,283345366,196669872,1733516,8695768,17279,13825746,230586,28466,1,1747200,1651200
1789631115,188907665,283356284,196675497,1768704,8689796,17279,15152610,230993,30680,1,1747200,1651200
1789631120,188909566,283356284,196677893,1754908,8699564,17279,16575834,231489,32878,1,1747200,1651200
1789631125,188913107,283357879,196681994,1764268,8709052,17279,17897754,231991,35114,1,1747200,1651200
1789631130,188917870,283370829,196687385,1769984,8678468,17279,19040899,232827,37409,2,1747200,1651200
1789631136,188926699,283370829,196696788,6179724,9072476,,,,,2,1747200,1651200
1789631141,188927379,283370829,196697478,6185672,9075696,,,,,2,1747200,1651200
1789631146,188927691,283370829,196697817,6251048,9076880,,,,,2,1747200,1651200
1789631151,188929747,283370829,196699963,6241188,9085304,,,,,2,1747200,1651200
1789631156,188930174,283370829,196700400,6237004,9087444,,,,,2,1747200,1651200
1789631161,188930867,283370829,196701099,6231956,9089748,,,,,2,1747200,1651200
1789631166,188931121,283370829,196701361,6227356,9090916,,,,,2,1747200,1651200
1789631171,188937060,283370829,196707500,6164128,9114072,,,,,1,1747200,1651200
1789631177,188937250,283370829,196707696,6160524,9114856,,,,,1,1747200,1651200
1789631182,188938499,283370829,196708956,6159320,9122592,,,,,1,1747200,1651200
1789631187,188939577,283370829,196710039,6153324,9129240,,,,,1,1747200,1651200
1789631192,188939807,283370829,196710269,6154044,9130264,,,,,1,1747200,1651200
1789631197,188939953,283370829,196710415,6151568,9130520,,,,,1,1747200,1651200
1789631202,188940083,283370829,196710545,6156636,9131032,,,,,1,1747200,1651200
1789631207,188948162,283370829,196718698,6122100,9166276,,,,,1,1747200,1651200
1789631213,188948310,283370829,196718847,6122272,9167044,,,,,1,1747200,1651200
1789631218,188948632,283370829,196719226,6120064,9168068,,,,,1,1747200,1651200
1789631223,188948847,283370829,196719441,6118436,9168836,,,,,1,1747200,1651200
1789631228,188963963,283370829,196735059,6048600,9245360,,,,,1,1747200,1651200
1789631233,188964611,283370829,196735728,6045352,9247824,,,,,1,1747200,1651200
1789631238,188964848,283370829,196735972,6042600,9248592,,,,,1,1747200,1651200
1789631243,188965066,283370829,196736191,6041828,9249616,,,,,1,1747200,1651200
1789631249,188965338,283370829,196736464,6044732,9250908,,,,,1,1747200,1651200
1789631254,188965852,283370829,196736988,6040720,9253228,,,,,1,1747200,1651200
1789631259,188970465,283370829,196741740,6008640,9270380,,,,,1,1747200,1651200
1789631264,188970790,283370829,196742109,6001608,9271916,,,,,1,1747200,1651200
1789631269,188971541,283370829,196742933,6003020,9308296,,,,,1,1747200,1651200
1789631274,188972486,283370829,196743912,6019112,9312392,,,,,1,1747200,1651200
1789631279,188972745,283370829,196744173,6019260,9313416,,,,,1,1747200,1651200
1789631285,188972900,283370829,196744328,6038880,9313672,,,,,1,1747200,1651200
1789631290,188973693,283370829,196745156,6034636,9317000,,,,,1,1747200,1651200
1789631295,188973862,283370829,196745325,6033652,9317512,,,,,1,1747200,1651200
1789631300,188974161,283370829,196745626,6030044,9318792,,,,,1,1747200,1651200
1789631305,188974266,283370829,196745731,6030516,9319304,,,,,1,1747200,1651200
1789631310,188974496,283370829,196745961,6027936,9320356,,,,,1,1747200,1651200
1789631315,188974579,283370829,196746044,6026460,9320612,,,,,1,1747200,1651200
1789631320,188982967,283370829,196755299,5906392,9352972,,,,,1,1747200,1651200
1789631326,188996775,283370829,196769174,5855504,9409556,,,,,1,1747200,1651200
1789631331,189006300,283370829,196779646,5700464,9447648,,,,,1,1747200,1651200
1789631336,189006709,283370829,196780069,5694636,9449948,,,,,1,1747200,1651200
1789631341,189009654,283370829,196783070,5693444,9461544,,,,,1,1747200,1651200
1789631346,189015935,283370829,196789403,5695420,9492880,,,,,1,1747200,1651200
1789631351,189028448,283370829,196802380,5646032,9543392,,,,,1,1747200,1651200
1789631356,189030609,283370829,196804642,5633768,9552712,,,,,1,1747200,1651200
1789631362,189030758,283370829,196804792,5631208,9553224,,,,,1,1747200,1651200
1789631367,189030862,283370829,196804896,5631768,9553736,,,,,1,1747200,1651200
1789631372,189032331,283370829,196806405,5630920,9567000,,,,,1,1747200,1651200
1789631377,189032595,283378203,196806673,5649348,9538100,,,,,1,1747200,1651200
1789631382,189033676,283387582,196807777,5701364,9506832,,,,,1,1747200,1651200
1789631387,189038806,283390609,196813562,5600716,9519592,,,,,1,1747200,1651200
1789631392,189039056,283390609,196813813,5624068,9520616,,,,,1,1747200,1651200
1789631397,189039326,283395369,196814085,5629256,9501928,,,,,1,1747200,1651200
1789631403,189041153,283398770,196815937,5687388,9495632,,,,,1,1747200,1651200
1789631408,189041255,283400069,196816041,5686084,9490512,,,,,1,1747200,1651200
1789631413,189041499,283401130,196816285,5690880,9487184,,,,,1,1747200,1651200
1789631418,189042082,283404004,196816875,5690720,9477976,,,,,1,1747200,1651200
1789631423,189042168,283404004,196816961,5690512,9478244,,,,,1,1747200,1651200
1789631428,189042247,283404004,196817040,5689348,9478500,,,,,1,1747200,1651200
1789631433,189045014,283405176,196819861,5679736,9484432,,,,,1,1747200,1651200
1789631438,189045317,283406992,196820288,5672752,9478832,20904,9365,123,22,1,1747200,1651200
1789631444,189051649,283422226,196826798,5812988,9473608,20904,171266,124,489,1,1747200,1651200
1789631449,189052760,283493679,196829117,6006924,9187412,20904,271203,124,947,1,1747200,1651200
1789631454,189058647,283559145,196837234,5979812,8947940,20904,349859,2003,1559,1,1747200,1651200
1789631459,189064366,283603120,196845452,6237564,8654432,20904,363070,4414,2172,1,1747200,1651200
1789631464,189071317,283644774,196902233,3324124,8650560,20904,1125714,55074,2885,1,1747200,1651200
1789631469,189133567,283784282,196964726,1512804,8430448,20904,2375387,109254,4348,1,1747200,1651200
1789631474,189165987,283801736,196997378,1608052,8380148,20904,3538493,133749,5540,1,1747200,1651200
1789631480,189169256,283801736,197000722,1588116,8392948,20904,4369691,133760,6705,1,1747200,1651200
1789631485,189172451,283808109,197004039,1654488,8331908,20904,5391827,133786,7880,1,1747200,1651200
1789631490,189174124,283808109,197005788,1639328,8338644,20904,6119771,133873,9047,1,1747200,1651200
1789631495,189178543,283812362,197010603,1663976,8333252,20904,7187819,134127,10228,1,1747200,1651200
1789631500,189197628,283820591,197030327,1626980,8381048,20904,8247996,134393,11384,1,1747200,1651200
1789631505,189202318,283825016,197035518,1615236,8383848,20904,9319716,134701,12564,1,1747200,1651200
1789631510,189207585,283829317,197041251,1617820,8382312,20904,10312998,135053,13681,1,1747200,1651200
1789631515,189209186,283829317,197043214,1597880,8390016,20904,11368116,135420,14928,1,1747200,1651200
1789631520,189214928,283833991,197049421,1665648,8473480,20904,12373456,135794,16107,1,1747200,1651200
1789631526,189216006,283834117,197050875,1636728,8478428,20904,13361988,136184,17316,1,1747200,1651200
1789631531,189217485,283834117,197052730,1609472,8486152,20904,14439972,136568,18546,1,1747200,1651200
1789631536,189233620,283847680,197070209,1552388,8489584,20904,15321900,136954,19627,1,1747200,1651200
1789631541,189235639,283847680,197072693,1541160,8498112,20904,16164805,137692,20825,1,1747200,1651200
1789631546,189239520,283854069,197077057,1552196,8489020,20904,16952773,138136,21937,1,1747200,1651200
1789631551,189248835,283854069,197086785,6356344,8875248,,,,,1,1747200,1651200
1789631556,189250838,283854069,197088840,6343096,8883512,,,,,1,1747200,1651200
1789631561,189251961,283854069,197090038,6405708,8888376,,,,,1,1747200,1651200
1789631567,189253504,283854069,197091593,6399496,8897680,,,,,1,1747200,1651200
1789631572,189253811,283854069,197091911,6406516,8899308,,,,,1,1747200,1651200
1789631577,189266202,283854069,197104422,6368696,8990344,,,,,1,1747200,1651200
1789631582,189267323,283854069,197105579,6364724,8997504,,,,,1,1747200,1651200
1789631587,189267969,283854069,197106241,6353708,9000856,,,,,1,1747200,1651200
1789631592,189268182,283854069,197106460,6356648,9001720,,,,,1,1747200,1651200
1789631597,189268544,283854069,197106850,6359408,9003296,,,,,1,1747200,1651200
1789631602,189279615,283854069,197118724,6278500,9044456,,,,,1,1747200,1651200
1789631608,189280484,283854069,197119655,6275968,9047952,,,,,1,1747200,1651200
1789631613,189295774,283854069,197135749,6027520,9112232,,,,,1,1747200,1651200
1789631618,189296426,283854069,197136442,6018312,9114536,,,,,1,1747200,1651200
1789631623,189296749,283854069,197136772,6025080,9115816,,,,,1,1747200,1651200
1789631628,189296856,283854069,197136879,6048316,9116072,,,,,1,1747200,1651200
