tag,model,threads,n_gen,rep,mode,resident_after_drop,t_wall_s,read_bytes,rchar,max_vmrss_kb,max_rssfile_kb,tg_tok_s,memavail_kb_start,batt_level,batt_temp_dC,exit,cpu_s,memavail_kb_min
olmoe-1b-7b-0924-q4_0_t3_n64_r1_warm,olmoe-1b-7b-0924-q4_0.gguf,3,64,1,warm,NA,49.6541,7255859200,2061869,5534708,3840460,1.719999,5662984,,,0,85.31,1968444
olmoe-1b-7b-0924-q4_0_t3_n320_r1_warm,olmoe-1b-7b-0924-q4_0.gguf,3,320,1,warm,NA,190.35,9313419264,2061869,5239416,3840476,1.803825,5750660,,,0,370.65,1740604
