tag,model,threads,n_gen,rep,mode,resident_after_drop,t_wall_s,read_bytes,rchar,max_vmrss_kb,max_rssfile_kb,tg_tok_s,memavail_kb_start,batt_level,batt_temp_dC,exit,cpu_s,memavail_kb_min
olmoe-1b-7b-0924-q4_0_t1_n64_r1_warm,olmoe-1b-7b-0924-q4_0.gguf,1,64,1,warm,NA,24.2333,7472123904,2061869,4829780,3492108,11.281235,5014536,,,0,19.77,1915864
olmoe-1b-7b-0924-q4_0_t1_n320_r1_warm,olmoe-1b-7b-0924-q4_0.gguf,1,320,1,warm,NA,33.9516,7115218944,2061869,5536724,3840344,15.699680,5722584,,,0,29.83,1937372
