tag,model,threads,n_gen,rep,mode,resident_after_drop,t_wall_s,read_bytes,rchar,max_vmrss_kb,max_rssfile_kb,tg_tok_s,memavail_kb_start,batt_level,batt_temp_dC,exit,cpu_s,memavail_kb_min
olmoe-1b-7b-0924-q4_0_t2_n64_r1_warm,olmoe-1b-7b-0924-q4_0.gguf,2,64,1,warm,NA,18.1514,6203678720,2061869,5549268,3840324,12.112421,5806092,,,0,17.84,2069016
olmoe-1b-7b-0924-q4_0_t2_n320_r1_warm,olmoe-1b-7b-0924-q4_0.gguf,2,320,1,warm,NA,30.0849,6664019968,2061869,5457604,3840432,20.019259,5764276,,,0,36.81,1982972
